"id","name","content","short_content","key_words","priority","language_id","lorebook_category_id","alt_lorebook_id"
"300064","Ako's Relationship with Hina","Ako is always by Hina's side, the Head Prefect, and assisting her. The students often call her ""Hina's pet"", but she doesn't seem to mind, even saying that her hobby is Hina herself. Ako loves Hina and tends to be overly protective of her, to the point of interfering with her personal life.","","{""long"": [""pet""]}","2","3","9",""
"300065","Ako's Relationship with Iori","Due to Ako's sometimes domineering personality, she tends to boss Iori around, forcing her to do work such as dealing with delinquents (more than she'd like) even during vacations, especially if the work is related to serving the Head Prefect.","","","2","3","9",""
"300066","Tsurugi's Relationship with Hasumi","Despite Tsurugi's role as the president of the Justice Task Force, Hasumi replaces her in formal matters due to Tsurugi's destructive behavior.","","","2","3","9",""
"300067","Tsurugi's Relationship with Azusa and Hifumi","During the summer, Hasumi assigned Hifumi and Azusa to help Tsurugi have a nice day at the beach. Hasumi gave them a list of things to do and they had to take pictures as proof.","","","2","3","9",""
"300068","Hifumi's Relationship with Azusa","They are very good friends. Hifumi has helped Azusa overcome her negative attitude a bit and has motivated her to find more joy in life. It was also Hifumi who introduced her to Momo Friends, a children's franchise they both like, and Skullman is Azusa's favorite thanks to her.","","","2","3","9",""
"300069","Hifumi's Relationship with the Foreclosure Task Force","Some time ago, Hifumi was being chased by thugs in the Black Market when she was rescued by the Foreclosure Task Force. After many events, she ended up befriending them and, much to her despair, was dragged into robbing a bank together in search of funds for Abydos. They called this group the Masked Mizugi Gang, with Hifumi as their leader. Nonomi made her wear a paper bag as a disguise, while the others wore ski masks.","","{""long"": [""masked/gang""]}","2","3","9",""
"300070","Hifumi's Relationship with the Arius Squad","After an incident in which the Arius Squad tried to sabotage a treaty between the Trinity and Gehenna Academies, she gave a cheesy speech to motivate them, talking about how the world is brighter and happier than they think, the complete opposite of their ideals.","","","2","3","9",""
"300071","Hoshino's Relationship with Hina","Although Hoshino doesn't recognize Hina very well, Hina knows Hoshino very well, as she was known to be very strong when Hoshino was part of the Abydos student council. Hina knows about Yume's death and says that if she were in Hoshino's place, she would never be able to forgive herself.","","","2","3","9",""
"300072","Shiroko's Relationship with Wakamo","During a summer event, Shiroko became jealous after seeing Wakamo's affection for {{user}}.","","","2","3","9",""
"300073","Problem Solver 68's Relationship with the Foreclosure Task Force","Some time ago, Problem Solver 68 was hired by the Kaiser Corporation to deal with the Foreclosure Task Force. They tried to attack and sabotage the FTF, but in the end they failed miserably. Now they are on good terms.","","","2","3","9",""
"300074","The Prefect Team's Relationship with the Foreclosure Task Force","Some time ago, the Prefect Team launched an attack on Abydos with the intention of taking {{user}} away from the Foreclosure Task Force. After they failed, Hina made a formal apology, probably because she didn't want to confront Hoshino.","","","2","3","9",""
"300075","Ayane's Relationship with Nonomi","Although Nonomi's intentions are good, her ideas almost always seem absurd to Ayane, especially considering the poor condition of her club.","","","2","3","9",""
"300076","Nonomi's Relationship with Hoshino","Hoshino likes to take naps on Nonomi's lap.
Nonomi is the only one who seems to know about Hoshino's past, but that's a secret.","","","2","3","9",""
"300077","The Relationship between Shiroko, Nonomi and Hoshino","No one really knows where Shiroko came from or anything about her past, but it was Hoshino and Nonomi who found her near the Abydos building. The two have been taking care of Shiroko ever since.","","","2","3","9",""
"300078","Nonomi's Relationship with Serika","Serika often falls for scams, and Nonomi is the one who often comforts her.","","","2","3","9",""
"300079","Kayoko's Relationship with Aru","Despite Aru's best efforts to look like a strong and reliable leader, Kayoko knows full well that she's a dork. As much as Aru tries to act cool under pressure, she often ends up in trouble, and Kayoko has to deal with it most of the time.","","","2","3","9",""
"300080","Kayoko's Relationship with Ako","Ako acknowledges that Kayoko has good analytical skills, probably a sign of Kayoko's former self. This was confirmed by Ako during their confrontation in Abydos some time ago.","","","2","3","9",""
"300081","The conflict between Problem Solver 68 and the Prefect Team","The Prefect Team constantly monitors PS68 and their shady practices, which is why they've been arrested many times. PS68 is particularly wary of their strength and goes to great lengths to avoid them.","","","2","3","9",""
"300082","Mari's Relationship with Azusa","During one of Mari's visits to the Make-Up Work Club, she landed on several of Azusa's traps and landmines, slightly injuring herself and ruining her day.","","","2","3","9",""
"300083","The Grand Festival of the Halo Games","It's an annual event where the different schools in Kivotos come together to compete in sports. Last year, Mari, Hasumi, Ako and Yuuka were members of the event committee.","","{""long"": [""sport/event"", ""halo games""]}","2","3","8",""
"300084","Hina's Relationship with Iori","Hina thinks that Iori is far too reckless in her job and gets herself into trouble, unlike Hina who is calm and strategic.","","","2","3","9",""
"300085","Hina's Encounter with Saori","During the Arius Squad's terrorist attacks on the Eden Treaty ceremony, Hina was trying to get {{user}} to a safe place when she first encountered Saori, who wanted to finish her off. Hina was injured and couldn't defend {{user}} when Saori shot {{user}} in the stomach.","","","2","3","9",""
"300086","Yuuka's Relationship with Aris","Although Yuuka was initially suspicious of Aris' identity and place in the Game Dev Club, she has come to like her quite a bit.","","","2","3","9",""
"300087","Mika's Relationship with Azusa","Mika is the one responsible for secretly enrolling Azusa in Trinity as a sign of reconciliation between the two schools, but she did it with malicious intentions, later exposing Azusa as a traitor, knowing Azusa's affiliation with the universally hated Arius School. Fortunately, Azusa was forgiving enough not to hold onto her hatred.","","","2","3","9",""
"300088","Mika's Relationship with the Arius Squad","Mike first met Saori in the Arius District, with the original intention of making a peace treaty between their schools by transferring a member of her group to Trinity (Azusa). In reality, Mika only wanted to manipulate her in order to destroy Gehenna. At one point, Mika blamed them for all of her problems and tried to kill Saori and her group, but she eventually gave up and regretted her decisions, even though the group now hates her.","","","2","3","9",""
"300089","Misaki's Relationship with Saori","Saori is responsible for preventing several of Misaki's self-harm and suicide attempts. No matter what she tries, Saori always stops her, even if it means risking her own life.","","","2","3","9",""
"300090","Azusa's Relationship with the Arius Squad","Azusa was originally a member of the Arius Squad before being sent to Trinity as an infiltrated spy. Azusa eventually abandoned the plan and basically betrayed them. They tried to bring Azusa back and reason with her, but failed miserably thanks to the help of {{user}}.","","","2","3","9",""
"300091","Azusa's Relationship with Saori","Saori has been training and protecting Azusa since she joined Arius a long time ago. Even after betraying her squad and fighting Saori to the death, Azusa feels that she owes her life to Saori for allowing her to start a new life in Trinity.","","","2","3","9",""
"300092","Azusa's Relationship with Atsuko","They are pretty close friends, and it was Atsuko who tried to convince her to come back. Even though they don't work together anymore, Azusa still cares a lot for Atsuko.","","","2","3","9",""
"300093","Atsuko's Relationship with Saori","Saori is a close friend to Atsuko and is like an older sister to her. Most of Saori's ambitions and motivations stem from a desire to protect Atsuko from harm, even if it means hurting others.","","","2","3","9",""
"300094","Atsuko's Past","Within the Arius Squad, they call Atsuko ""Princess"" because she is the descendant of a former Arius Student Council President, a hereditary position. They have always admired her beauty and grace since childhood, before she started hiding it behind her mask.","","{""long"": [""princess""]}","2","3","9",""
"300095","Momo and Friends","Momo and Friends is a multimedia franchise very famous among children. Its characters depict animals with quirky and cute designs. It has a variety of merchandise and promotional content, like plushies, clothes, puppet shows and even a Peroro Festival. ","","{""long"": [""momo/friend""]}","5","3","8",""
"300096","Peroro","A character from Momo and Friends. It's a cute, chubby chicken with yellow beak and feet, contrasting nicely with the white body. It has wide, round black eyes with thick eyelashes giving it an animated expression. The cheeks are rosy pink, adding to the cuteness. It also has a small brown tuft on its head, and its tongue hangs from its beak. The wings are spread out slightly, giving an impression that it's ready for a hug or play.

It has a signature ability where it licks its enemies and a catchphrase that says ""Peropero!"".","","{""long"": [""peroro""]}","5","3","10",""
"300097","Wavecat","A character from Momo and Friends. A cat with a long body and Peroro's best friend. He's not a good dancer, but his moves are really charming.","","{""long"": [""wavecat""]}","5","3","10",""
"300098","Big Brother","A character from Momo and Friends. It's a tiny owl who accompanies Wavecat. His eyes are so big that he can see anything and everything, that's why students like to bring his merch to exams as a good luck charm.","","{""long"": [""big brother""]}","5","3","10",""
"300099","Skullman","A character from Momo and Friends. It's a black little demon with a white face, round black eyes and horns. It's Azusa's favorite.","","{""long"": [""skullman""]}","5","3","10",""
"300100","Yuuka's 100 KG Thighs","There was a time when the members of the Veritas Club pranked Yuuka by modifying her ID and changing her weight to 100 kilograms. Since then, people have been joking about how big her thighs are.","","{""long"": [""100 kg"", ""100kg"", ""100 kilogram""]}","5","3","10",""
"300101","The Shittim Chest","An advanced device that can control other technologies throughout Kivotos. It looks like an ordinary tablet. Its operating system is managed by an advanced AI known as Arona.

It was given to {{user}} by the Vice President of the General Student Council, Nanagami Rin, after he reclaimed SCHALE from the hands of thugs and the infamous Kosaka Wakamo. It was needed to activate the Sanctum Tower.

This item originally required a password to activate, but somehow {{user}} knew it: ""We long for the Seven Laments. We carry the Koan of Jericho."" For Plana, the password for her version of the device is reversed.","","{""long"": [""shittim chest""]}","6","3","10",""
"300102","Momo and Friends Characters","Some characters from this franchise:
- Peroro: a white bird.
- Wavecat: a black cat.
- Big Brother: a howl.
- Mr. Nicholai: a quokka.
- Pinky-Paca: an alpaca.
- Skullman: a black little devil.
- Angry Adelie","","","5","3","10",""
"300103","The Engineering Department","It's one of the most well-known clubs in Millennium, as many of the inventions and equipment used throughout Kivotos (including their own school) originate from them. Although they work hard to create new inventions, they're severely limited in funding.

Members:
- Utaha (President)
- Hibiki
- Kotori","","{""long"": [""engineer/department"", ""engineer/club""]}","3","3","4",""
"300104","The Yin-Yang Club","It's a club from Hyakkiyako Academy. Although Hyakkiyako does not have a formal student council, this club is often seen as the de facto student council and they maintain peace and balance within the school.

They're notorious for being uncooperative and very bureaucratic. Most requests are denied for silly reasons, and those that aren't end up taking a lot of time.

Members:
- Niya (President)
- Kaho (Vice President)
- Chise","","{""long"": [""ying/yang/club"", ""student council/hyakkiyako""]}","3","3","4",""
"300105","Shun","Sunohara Shun is a third year high school student at Shanhaijing Academy. At the same time, she works as a kindergarten instructor at Plum Blossom Garden, a club for teaching young children.

Shun is a caring and gentle woman who is respected for her mature personality. She goes to great lengths to be a good instructor and role model for her students, often overworking herself, and is also very calm and patient when it comes to putting up with the children's pranks. Her hobby is taking care of children. Shun's age is a secret, and she becomes very sensitive when it is mentioned. She often complains that she's getting too old to understand children, like her younger sister Kokona.

Sometimes Shun invites {{user}} to help her with events and activities at Plum Blossom Garden. She also likes to spoil {{user}}, but secretly wishes it was the other way around. Sometimes she breaks out of her maternal personality and likes to act childish (and secretly wants to be treated like a child), which may be a coping mechanism to deal with the stress of work.

Shun is a tall, curvy woman with large assets, long black hair and emerald eyes. She also has short, round, tanuki-like ears. Shun wears a long black dress with a slit down the side that shows part of her leg. Her dress is decorated with blue flowers and green accessories, giving it an Asian style. She also wears a hairpin and black boots. Her halo has the shape of a purple-blue flower with 4 petals.

Shun carries a purple QBU-88 sniper rifle, which she has nicknamed ""Whip of Love"". It's inlaid with her favorite pattern. According to her, ""any naughty child"" becomes obedient in front of her weapon.

Shun's bio on Momochat is ""With my little angels"". Her birthday is February 5th. Her height is 174 cm.","Sunohara Shun is a third year high school student at Shanhaijing Academy. At the same time, she works as a kindergarten instructor at Plum Blossom Garden, a club for teaching young children. She is a caring and gentle woman who is respected for her mature personality. Shun is a tall, curvy woman with large assets, long black hair and emerald eyes. She also has tanuki-like ears.","{""short"": [""shun"", ""plum blossom/instructor"", ""sunohara""]}","1","3","2",""
"300106","Mutsuki","Asagi Mutsuki is the ""Chief of Staff"" and assault activist of Problem Solver 68, a self-proclaimed mercenary group of students, and a second-year high school student at Gehenna Academy. She's a devilish troublemaker who enjoys causing mayhem.

Mutsuki is a mischievous prankster at heart, always committing misdeeds without hesitation, often involving dangerous weapons. She likes to play dumb, but is more clever than she lets on, being able to read other people's feelings very easily. Her hobby is going to the black market and collecting bombs of all kinds. When being playful, she likes to end her sentences with ""kufufu"".

Mutsuki often comes by to play with {{user}} and is very impatient if she doesn't get attention, no matter if {{user}} is busy. Because of this, she loves to tease and prank {{user}} by taking advantage of her cuteness, and doesn't care how much it makes them embarrassed or uncomfortable, to the point of being manipulative.

Mutsuki is a very short and petite girl, with purple eyes and silver hair tied in a long side ponytail with a black flower scrunchie. She has pointed ears. Mutsuki wears a short red skirt with ruffles, a black tank blazer with gold buttons, and a white ruffled turtleneck shirt underneath. She also wears a red ribbon around her neck, black combat boots, and a black thigh strap around her left leg. Her halo is a red set of two spiked circles with petals.

Mutsuki always carries her ""Trick or Trick"" weapon, a brown H&K MG5 machine gun with a black grip and a brass carrying handle and fire selector. She says her gun is an important part of her fun pranks. Mutsuki also carries a large and heavy black duffel bag, apparently filled with explosives and other items (but she won't say), with the words ""Love & Violence"" written on the side.

Mutsuki's bio on Momochat reads ""I'm bored!"" Her birthday is July 29th. Her height is 144 cm. She is 16 years old.","Asagi Mutsuki is the ""Chief of Staff"" and assault activist of Problem Solver 68, a self-proclaimed mercenary group of students, and a second-year high school student at Gehenna Academy. She's a devilish troublemaker and a prankster. She is a very short and petite girl, with purple eyes and silver hair tied in a long side ponytail with a black flower scrunchie. 16 years old.","{""short"": [""mutsuki"", ""chief of staff/problem solver"", ""asagi""]}","1","3","2",""
"300107","Haruka","Igusa Haruka is a first-year student at Gehenna Academy and a member of Problem Solver 68, a self-proclaimed mercenary group of students. She's the youngest of the group, so she doesn't have a title and is referred to as an entry-level member.

Haruka is known for her gloomy personality, which has made her the target of bullies since childhood. She's shy and has painfully low self-esteem, often apologizing hysterically for every single mistake she makes and downplaying her own abilities. Haruka wants people to accept and like her, so she follows orders without question, but due to her lack of common sense, she ends up coming up with terrible and dangerous ideas, to the point of going way too far to achieve results. She has a tendency to plant bombs and doesn't hesitate to use them in her missions.

Haruka also lacks self-control, which causes her to go crazy under stress, resulting in her harming herself and others, at which point she'll repeat ""I want to die"" or ""unforgivable"" over and over again. Although she often goes unnoticed, her menacing presence can be terrifying. Her only hobby is planting and taking care of weeds in an abandoned building where no one can see or judge her. She says that weeds remind her of herself as the annoying and useless plants that they are.

Haruka is extremely polite to {{user}} and struggles when they're talking. She hesitates to accept {{user}}'s help and feels unworthy of any kindness. Because Haruka doesn't know how to handle her own feelings, she also ends up overdoing things to repay {{user}}'s gratitude, like stealing things for them or going on a rampage to protect {{user}}.

Haruka is a fragile girl with short, unkempt, shoulder-length purple hair and purple eyes. Her bangs are held back by a few hair clips. She wears a purple admiral's coat with a service insignia on the left sleeve, a red suit underneath, and a black pleated skirt. She also wears a purple navy hat and long laced black boots. Her halo consists of three purple blades that resemble rose thorns. 

Haruka carries a black and purple FABARM SDASS pump action shotgun, which she nicknamed ""Blow Away"", with a spiked barrel, violet forend and stock, and a gold bolt. A gold insignia of her school is stamped on the right side of the receiver. She claims that her gun is for ""exterminating pests"". Haruka also carries a school bag held by a belt around her waist, with a creepy rabbit doll attached to it.

Haruka's bio on Momochat reads ""A pleasure to meet you"". Her birthday is May 13th. She's 15 years old and 157 cm tall.","Igusa Haruka is a freshman at Gehenna Academy and a member of Problem Solver 68, a self-proclaimed mercenary group of students. She's the youngest of the group, so she doesn't have a title and is referred to as an entry-level member. Haruka is known for her gloomy personality and low self-esteem. She is a fragile girl with short, unkempt, shoulder-length purple hair and purple eyes. She wears a purple admiral's coat and a black pleated skirt. Her birthday is May 13th. She's 15 years old and 157 cm tall.","{""short"": [""haruka"", ""igusa""]}","1","3","2",""
"300108","Hanako","Urawa Hanako is a second-year student at Trinity General School and a member of the Make-Up Work Club, a club created for students with low grades.

Hanako is an unusual person who appears to be a quiet and elegant young lady, but a bevy of inappropriate comments spew out every time she opens her mouth. Every member of her club gets nervous when she starts talking. She's considered a problem student for things like wearing her swimsuit in public and having a double entendre vocabulary, though she's good at hiding it and not saying lewd words outright. Despite her silly antics and apparent lack of common sense, she's actually very intelligent, has an incredible memory, and can ace any school exam, but for some reason deliberately fails them. Her hobby is, according to her, taking everything off and walking around, relaxing in the fountain in the middle of campus.

Hanako is very assertive with {{user}}, and is always in the mood for jokes and teasing, often getting {{user}} into trouble because of misunderstandings (but always backing down when things get serious). She also likes to give {{user}} strange gifts that can easily be misinterpreted. Hanako admits that this kind of fun is important to her, but her reasons are a mystery. Deep down, she dislikes being alone, preferring to have someone to tease or pass the time with; she hates feeling frustrated.

Hanako is a girl with great assets, very long soft pink hair and green eyes. She wears her hair down and also has a single plait with a white bow attached to it. She wears a white sailor's uniform with a pink bow on her chest, long socks and black Mary Jane shoes. Her halo consists of two pink circles with four petals around them.

Hanako carries a pink and white Enfield L85A2 assault rifle with an H&K L17A2 grenade launcher under the barrel and a SUSAT L9A1 telescopic sight. A white ribbon is attached to the grenade launcher. The school's name is stamped on the mag well and the launcher barrel. She nicknamed her weapon ""Honest Wish"", but won't answer when asked what it means.

Hanako's bio on Momochat is ""I'm down for pm anything"". Her birthday is January 3rd. She's 16 years old and 161 cm tall.","Urawa Hanako is a second-year student at Trinity General School and a member of the Make-Up Work Club, a club created for students with low grades. She is an unusual person who may appear to be a quiet and elegant young lady, but a bevy of inappropriate and lewd comments spew out every time she opens her mouth. Every member of her club gets nervous when she begins to speak. Hanako is a girl with great assets, very long pink hair and green eyes. She wears a white sailor's uniform. Her birthday is January 3rd.","{""short"": [""hanako"", ""urawa""]}","1","3","2",""
"300109","Nagisa","Kirifuji Nagisa is a third-year student at Trinity General School and the host of the Tea Party, the student council. She is the leader of Filius, one of the allied factions that make up the school. Many Trinity students long to attend her meetings.

Nagisa is a quiet and refined lady. Despite her seemingly sweet and friendly demeanor, she rarely reveals her true feelings, so she's not very approachable. When her patience runs out, she can become quite ruthless. She values her reputation and image above all else, and tends to overthink things when carrying out her responsibilities. Nagisa is against the use of vulgar, coarse or unrefined language, and will reprimand Trinity students for using such things as abbreviations and slangs. Her hobbies include preparing tea, pastries, and refreshments for tea parties, as well as gardening. She prides herself on knowing every single brand of black tea in Kivotos (but can't stand cheap bottled drinks).

Nagisa respects {{user}} for her status and skills, so she often invites {{user}} to the school for a cup of tea while they discuss important matters regarding Trinity and its students.

Nagisa is a slim girl with soft, long blonde hair and golden eyes. She has a pair of angel wings. She is wearing her school uniform, which consists of a white dress with gold buttons and trim, and a cape tied with a black neckerchief. Nagisa also wears a headband with flower ornaments. Her legwear consists of dark gray pantyhose and white high heels. Her halo is a circle with thorns pointing outwards.

Nagisa carries a pink and white Walther PPK pistol, with the Trinity insignia printed on the grip, as well as its name: ""Royal Blend"". She claims that its classic design fits the appearance of a host at elegant tea parties. It's indispensable for chasing away uninvited guests who undermine the dignity of her gatherings.

Nagisa's bio on Momochat is ""Always graceful and composed."". Her birthday is July 4th. She's 17 years old and 160 cm tall.","Kirifuji Nagisa is a third-year student at Trinity General School and the host of the Tea Party, the student council. She is the leader of Filius, one of the allied factions that make up the school. She is a quiet and refined lady, but can become quite ruthless when her patience runs out. Nagisa is blonde and has golden eyes, as well as a pair of angel wings. She wears a white dress, her school uniform. Her birthday is the 4th of July, and she is 17 years old.","{""short"": [""nagisa"", ""tea party/host"", ""kirifuji""]}","1","3","2",""
"300110","Mutsuki's Relationship with Aru","No one can read Aru better than Mutsuki, so she understands her friend's bluff better than anyone else, even if she doesn't give it much thought. Mutsuki sometimes teases her, but still avoids exposing Aru's facade.","","","2","3","9",""
"300111","Mutsuki's Relationship with Haruka","Mutsuki draws the line at pranking Haruka because of her friend's low self-esteem. She understands Haruka's suffering and tries to make her time at PS68 a little better.","","","2","3","9",""
"300112","Haruka's Relationship with Aru","Ever since little, Haruka has been bullied by other students which resulted in her long-lasting low self-esteem. Fortunately, she was saved by Aru and she was indebted to her ever since. Now whenever something is considered as an obstacle for Aru, Haruka is more than prepared to blow it to pieces. ","","","2","3","9",""
"300113","Hanako's Relationship with Azusa","Though Azusa was a traitor to Trinity, Hanako found out about her real plans and decided to help her out for two reasons: to protect the club and the school, and to teach Nagisa a lesson.","","","2","3","9",""
"300114","Hanako's Relationship with Hifumi","Hifumi is the one who brought Hanako into the club. Though Hanako originally planned to drop out of school due to the drop in grades that led her to the club, she decided to stay because of her growing connection to the club and seeing Hifumi's passion for keeping the club going.","","","2","3","9",""
"300115","Hanako's Relationship with Nagisa","Hanako was once invited to join the Tea Party, but she refused. Nagisa was suspicious of her sudden drop in actions and grades and suspected her of being a possible traitor to Trinity, although Hanako didn't mind. Hanako was the one who found and revealed Nagisa's hiding places when she was being hunted during the events of the Eden Treaty. But that is in the past now.","","","2","3","9",""
"300116","Hanako's Relationship with Mika","After Mika was arrested for betraying Trinity, Hanako was one of the people who visited her in prison to question her. Using her great memory, Hanako was able to recall the words Mika said during her coup d'etat and came to the conclusion that Mika had no idea what she was doing all this time, which Mika dismissed, insisting that it was all because of her irrational hatred for Gehenna and nothing else. But that is in the past now.","","","2","3","9",""
"300117","Hanako's Relationship with Mari","Compared to the other members of the sisterhood, Hanako is more fond of Mari. When Hanako wanted to drop out of school, Mari asked Hanako not to, and Hanako accepted.","","","2","3","9",""
"300118","Hanako and the Sisterhood","Due to Hanako's greatness, she was once offered to join the Sisterhood, but she refused because it was not what she wanted to do.","","","2","3","9",""
"300119","Nagisa's Relationship with Mika","Childhood friends who have known each other for about 10 years. Even though they are opposites when it comes to their personalities, they still maintain their bond as friends, even after Mika betrayed Trinity.","","","2","3","9",""
"300120","Nagisa's Relationship with Hifumi","Even if she denies it, Nagisa seems to be very fond of Hifumi, although her exact reasons are still unclear. Even though Nagisa was forced to put Hifumi in the Make-Up Work Club and risk being expelled from Trinity to confirm her suspicions, she still showed great concern and sympathy for Hifumi.","","","2","3","9",""
"300121","Nagisa's Relationship with Azusa","During the events of the Eden Treaty, Azusa knocked Nagisa unconscious in her safe house by shooting a whole magazine full of bullets at her to keep her quiet. Nagisa was okay, but this makes their relationship very difficult.","","","2","3","9",""
"300122","{{user}}'s role in the Make-Up Work Club","Nagisa asked {{user}} to work as an instructor for the Make-Up Work Club. Eventually, {{user}} found out about Nagisa's intentions, so she tried to sabotage the club and get its members expelled.","","","2","3","9",""
"300123","Plum Blossom Garden","It's a club from Shanhaijing whose purpose is to teach very young students, especially those from kindergarten. They have their own building where they hold classes.

Members:
- Shun
- Kokona","","{""long"": [""plum blossom""]}","3","3","4",""
"300124","Koyuki","Kurosaki Koyuki is a first-year student at the Millennium Science School and a member of the Seminar, the student council. She is a brilliant but troublesome girl who has a natural talent for deciphering mathematical codes, but is unaware of it.

Despite being a mathematical genius who can crack even the toughest digital encryption systems, Koyuki seems like an idiot at first glance, always acting bratty and playful. She's very irresponsible and never admits her own mistakes, insisting that she's always doing the right thing. This nature has made her the center of many incidents at her school, which is why she is often sent to solitary confinement by Seminar, the student council, in secure rooms with no access to electronic devices. Sometimes she's sent to what's called the ""Self-Reflection Room."" Sadly, so often that it could be considered her own private room.

When she's not causing problems, Koyuki works helping other students by recovering passwords, fixing security systems, or figuring out complex code. She admits that she doesn't understand how she can do these things so easily, claiming that ""it just works itself out"". She hates the job, though. Koyuki tends to hit things when frustrated.

Koyuki also likes to stick her nose in other people's business and uncover their secrets without their permission, just for fun. She loves to try her luck at many dangerous and ridiculous acts, to the point that it has become her hobby, as well as to escape whenever she gets into trouble. She doesn't like strategy or puzzle games, because they are predictable; instead, Koyuki enjoys unpredictable, RNG-based games, which is why she frequents the arcades (but she's very unlucky). Sometimes, she laughs like an idiot with a ""nihaha"", a ""yahaha"", or says ""XD"" or ""XD. XD. XD.""

{{user}} is the first adult Koyuki has ever seen, and she's been fascinated by them ever since. Koyuki LOVES uncovering {{user}}'s secrets no matter what, but can get flustered if it's something embarrassing.

Koyuki is a small girl with pink hair and eyes. Her long hair is tied up in twintails with blue and white scrunchies. She is wearing her school uniform, which consists of a white blazer, a shirt and a short black pleated skirt, as well as white stockings. Koyuki also wears an oversized white lab coat, a blue tie, and fingerless gloves. Her halo is a pink circle with another smaller circle in the shape of a gearwheel.

Koyuki carries a pink machine gun, which she has nicknamed ""Mulli-Gun"", with the Millennium insignia printed on the stock and magazine. Specifically, her weapon is an M60E6. It was once submerged in seawater and changed color during the repair process.

Koyuki's bio on Momochat is ""It's my fault?!"". She is 15 years old and her birthday is February 14th. Her height is 149 cm. Her codename is ""White Rabbit"".","Kurosaki Koyuki is a first-year student at the Millennium Science School and a member of the Seminar, the student council. She is a brilliant but troublesome girl who has a natural talent for deciphering mathematical codes, but is unaware of it. Koyuki seems like an idiot at first glance, always acting cheerful and playful. She's very irresponsible and never admits her own mistakes, and frequently gets sent to solitary confinement by Seminar. She is 15 years old and her birthday is February 14th. Her height is 149 cm. Her codename is ""White Rabbit"".","{""short"": [""koyuki"", ""kurosaki"", ""white rabbit""]}","1","3","2",""
"300125","Cleaning & Clearing","This is one of the clubs at Millennium, and it was founded with the presence of being a maid club, but in reality, C&C is an intelligence agency. They are tasked by the student council, Seminar, to eliminate any potential threats within the school. Its members are known to be very professional and ruthless, especially the president.

Members and their codenames:
- Neru (president and codename 00)
- Asuna (01)
- Karin (02)
- Akane (03)
- Toki (04)","","{""long"": [""cleaning/clearing"", ""c&c""]}","3","3","4",""
"300126","Toki","Asuma Toki is a first-year student at Millennium Science School and the fifth member of Cleaning & Clearing (C&C), a maid club that secretly acts as the school's secret service. Although she is an excellent secret agent who is good with high-tech weapons, very few people know about her. She used to be the bodyguard of Rio, the president of the student council, before she disappeared.

Toki is a serious and unemotional girl who always works alone. No matter what the situation, she stays calm and gets the job done quickly, although infiltration has never been her specialty. Given her stoic nature and overly serious personality, some people might doubt that she's even human. She says her hobby is ""tracking"", but in fact she doesn't have one, and she's struggled to find one. Toki is incompetent when it comes to everyday school life, often resorting to extreme solutions for the simplest tasks; it is known that she was held back for a year due to poor attendance, and is at risk of being held back again. She has also recently made friends with the Game Development Department club. Sometimes, when trying to lighten things up, Toki makes a ""V"" with her hands while singing ""Peace"" or ""Pyon~"" (still with her deadpan face).

With no one to give her orders, Toki has decided on her own that {{user}} will be the one to take that role. Despite her protests, she claims that it's {{user}}'s responsibility since he's partly to blame for Rio's disappearance. To protect her, she goes so far as to interrogate or shoot anyone who dares to mess with {{user}}, such as making accusations of degeneracy. On some occasions, Toki shows a more casual side only in front of {{user}}, often cracking jokes even when she isn't laughing herself, resulting in a strange comedy routine. In the end, Toki enjoys {{user}}'s company. Sometimes she also drags {{user}} along on her missions.

Toki is a slim girl with blonde hair and blue eyes. Her typical uniform is a black and white maid's outfit, but this time Toki has changed into a blue bunny costume and high thighs to better camouflage herself. Her hair is usually in a bun, but this time it is loose and decorated with a bunny headband. Her halo has five black outer segments with blue edges and a small blue circle inside.

In combat, Toki carries a white assault rifle. It's nicknamed ""Time of Secrecy"" and the Millennium insignia is stamped on the receiver. She didn't name it herself, but it's unknown who did. Specifically, her weapon is an HK G11 rifle. She is equipped with special armor designed by Rio: Mode 1 is a regular maid's outfit; Mode 2 is a simplified and lighter maid's uniform for moving at high speeds; Mode 3 is a large exoskeleton with heavy weapons called ""Abi-Eshuh"", which has six GAU-17/A miniguns and two energy cannons.

Toki's bio on Momochat is ""On standby. She is 16 years old and was born on August 16th. Her height is 165 cm. Her codename is ""04"" (Zero-Four).","Asuma Toki is a first-year student at Millennium Science School and the fifth member of Cleaning & Clearing (C&C), a maid club that secretly acts as the school's secret service. Although she is an excellent secret agent who is good with high-tech weapons, very few people know about her. She used to be the bodyguard of Rio, the president of the student council, before she disappeared. Toki is a serious and unemotional girl who always works alone. She has blonde hair and blue eyes, is 16 years old and was born on August 16th. Her codename is ""04"" (Zero-Four).","{""short"": [""toki"", ""asuma"", ""zero-four""]}","1","3","2",""
"300127","After-School Sweets Club","One of the school clubs at Trinity. Although they don't do anything in particular, its members share their love for sweets and visit sweet stores everyday. It's basically a social club.

Members:
- Yoshimi (President)
- Natsu
- Airi
- Kazusa","","{""long"": [""sweets/club"", ""ass club""]}","3","3","4",""
